DistrictName,SchoolName,Category,Subcategory,Count,Percent,TotalCount
Peninsula School District,Gig Harbor High,Degree,Master's Degree,2,100.0%,2
Peninsula School District,Gig Harbor High,Gender,Female,1,50.0%,2
Peninsula School District,Gig Harbor High,Gender,Male,1,50.0%,2
Peninsula School District,Gig Harbor High,RaceEthnicity,White,2,100.0%,2
Peninsula School District,Goodman Middle School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Peninsula School District,Goodman Middle School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Peninsula School District,Goodman Middle School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,100.0%,1
Peninsula School District,Goodman Middle School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Peninsula School District,Goodman Middle School,Degree,Master's Degree,1,100.0%,1
Peninsula School District,Goodman Middle School,Gender,Female,1,100.0%,1
Peninsula School District,Goodman Middle School,RaceEthnicity,White,1,100.0%,1
Peninsula School District,Kopachuck Middle School,Certificate,A310515 - RESIDENCY ADMINISTRATOR (FIRST ISSUE)                       ,1,100.0%,1
Peninsula School District,Kopachuck Middle School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Peninsula School District,Kopachuck Middle School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Peninsula School District,Kopachuck Middle School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
Peninsula School District,Kopachuck Middle School,Degree,Master's Degree,1,100.0%,1
Peninsula School District,Kopachuck Middle School,Gender,Male,1,100.0%,1
Peninsula School District,Kopachuck Middle School,RaceEthnicity,White,1,100.0%,1
Peninsula School District,Peninsula Alternative Programs,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
Peninsula School District,Peninsula Alternative Programs,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Peninsula School District,Peninsula Alternative Programs,Degree,Master's Degree,1,100.0%,1
Peninsula School District,Peninsula Alternative Programs,Gender,Female,1,100.0%,1
Peninsula School District,Peninsula Alternative Programs,RaceEthnicity,White,1,100.0%,1
Peninsula School District,Peninsula High School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Peninsula School District,Peninsula High School,Certificate,T330500 - PROFESSIONAL TEACHER                                        ,1,100.0%,1
Peninsula School District,Peninsula High School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,100.0%,1
Peninsula School District,Peninsula High School,Degree,Master's Degree,1,100.0%,1
Peninsula School District,Peninsula High School,Gender,Female,1,100.0%,1
Peninsula School District,Peninsula High School,RaceEthnicity,Hispanic/ Latino of any race(s),1,100.0%,1
Port Angeles School District,Port Angeles High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,33.3%,3
Port Angeles School District,Port Angeles High School,Certificate,C270700 - EMERGENCY SUBSTITUTE TEACHER                                ,1,33.3%,3
Port Angeles School District,Port Angeles High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,33.3%,3
Port Angeles School District,Port Angeles High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,33.3%,3
Port Angeles School District,Port Angeles High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,33.3%,3
Port Angeles School District,Port Angeles High School,Degree,Other/Non Degreed,3,100.0%,3
Port Angeles School District,Port Angeles High School,Gender,Female,2,66.7%,3
Port Angeles School District,Port Angeles High School,Gender,Male,1,33.3%,3
Port Angeles School District,Port Angeles High School,RaceEthnicity,White,3,100.0%,3
Port Angeles School District,SEAVIEW ACADEMY,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,2,66.7%,3
Port Angeles School District,SEAVIEW ACADEMY,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,2,66.7%,3
Port Angeles School District,SEAVIEW ACADEMY,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,33.3%,3
Port Angeles School District,SEAVIEW ACADEMY,Degree,Bachelor's Degree,2,66.7%,3
Port Angeles School District,SEAVIEW ACADEMY,Degree,Master's Degree,1,33.3%,3
Port Angeles School District,SEAVIEW ACADEMY,Gender,Female,3,100.0%,3
Port Angeles School District,SEAVIEW ACADEMY,RaceEthnicity,White,3,100.0%,3
Port Angeles School District,Stevens Middle School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Port Angeles School District,Stevens Middle School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,100.0%,1
Port Angeles School District,Stevens Middle School,Degree,Other/Non Degreed,1,100.0%,1
Port Angeles School District,Stevens Middle School,Gender,Female,1,100.0%,1
Port Angeles School District,Stevens Middle School,RaceEthnicity,White,1,100.0%,1
Port Townsend School District,OCEAN,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Port Townsend School District,OCEAN,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Port Townsend School District,OCEAN,Degree,Master's Degree,1,100.0%,1
Port Townsend School District,OCEAN,Gender,Male,1,100.0%,1
Port Townsend School District,OCEAN,RaceEthnicity,White,1,100.0%,1
Port Townsend School District,Port Townsend High School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
Port Townsend School District,Port Townsend High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Port Townsend School District,Port Townsend High School,Degree,Master's Degree,1,100.0%,1
Port Townsend School District,Port Townsend High School,Gender,Male,1,100.0%,1
Port Townsend School District,Port Townsend High School,RaceEthnicity,White,1,100.0%,1
Prescott School District,Prescott High School,Certificate,NULL,1,100.0%,1
Prescott School District,Prescott High School,Degree,Other/Non Degreed,1,100.0%,1
Prescott School District,Prescott High School,Gender,Male,1,100.0%,1
Prescott School District,Prescott High School,RaceEthnicity,Black/ African American,1,100.0%,1
PRIDE Prep Charter School District,PRIDE Prep School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
PRIDE Prep Charter School District,PRIDE Prep School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
PRIDE Prep Charter School District,PRIDE Prep School,Degree,Master's Degree,1,100.0%,1
PRIDE Prep Charter School District,PRIDE Prep School,Gender,Male,1,100.0%,1
PRIDE Prep Charter School District,PRIDE Prep School,RaceEthnicity,White,1,100.0%,1
Prosser School District,Prosser High School,Certificate,ACTE300 - INITIAL CAREER AND TECHNICAL EDUCATION DIRECTOR,1,50.0%,2
Prosser School District,Prosser High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,50.0%,2
Prosser School District,Prosser High School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,50.0%,2
Prosser School District,Prosser High School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,50.0%,2
Prosser School District,Prosser High School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,50.0%,2
Prosser School District,Prosser High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,50.0%,2
Prosser School District,Prosser High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,50.0%,2
Prosser School District,Prosser High School,Degree,Master's Degree,2,100.0%,2
Prosser School District,Prosser High School,Gender,Female,1,50.0%,2
Prosser School District,Prosser High School,Gender,Male,1,50.0%,2
Prosser School District,Prosser High School,RaceEthnicity,White,2,100.0%,2
Pullman School District,Pullman High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,50.0%,2
Pullman School District,Pullman High School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,50.0%,2
Pullman School District,Pullman High School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,50.0%,2
Pullman School District,Pullman High School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,50.0%,2
Pullman School District,Pullman High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,50.0%,2
Pullman School District,Pullman High School,Degree,Master's Degree,2,100.0%,2
Pullman School District,Pullman High School,Gender,Female,1,50.0%,2
Pullman School District,Pullman High School,Gender,Male,1,50.0%,2
Pullman School District,Pullman High School,RaceEthnicity,White,2,100.0%,2
Puyallup School District,Doris Stahl Junior High,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Puyallup School District,Doris Stahl Junior High,Degree,Master's Degree,1,100.0%,1
Puyallup School District,Doris Stahl Junior High,Gender,Male,1,100.0%,1
Puyallup School District,Doris Stahl Junior High,RaceEthnicity,Two or more races,1,100.0%,1
Puyallup School District,E B Walker High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Puyallup School District,E B Walker High School,Degree,Other/Non Degreed,1,100.0%,1
Puyallup School District,E B Walker High School,Gender,Male,1,100.0%,1
Puyallup School District,E B Walker High School,RaceEthnicity,White,1,100.0%,1
Puyallup School District,Edgemont Jr High,Certificate,C270700 - EMERGENCY SUBSTITUTE TEACHER                                ,1,100.0%,1
Puyallup School District,Edgemont Jr High,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Puyallup School District,Edgemont Jr High,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Puyallup School District,Edgemont Jr High,Degree,Bachelor's Degree,1,100.0%,1
Puyallup School District,Edgemont Jr High,Gender,Male,1,100.0%,1
Puyallup School District,Edgemont Jr High,RaceEthnicity,White,1,100.0%,1
Puyallup School District,Emerald Ridge High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Puyallup School District,Emerald Ridge High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Puyallup School District,Emerald Ridge High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,100.0%,1
Puyallup School District,Emerald Ridge High School,Degree,Master's Degree,1,100.0%,1
Puyallup School District,Emerald Ridge High School,Gender,Male,1,100.0%,1
Puyallup School District,Emerald Ridge High School,RaceEthnicity,White,1,100.0%,1
Puyallup School District,Ferrucci Jr High,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Puyallup School District,Ferrucci Jr High,Certificate,T230700 - CONTINUING TEACHER                                          ,1,100.0%,1
Puyallup School District,Ferrucci Jr High,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Puyallup School District,Ferrucci Jr High,Degree,Master's Degree,1,100.0%,1
Puyallup School District,Ferrucci Jr High,Gender,Male,1,100.0%,1
Puyallup School District,Ferrucci Jr High,RaceEthnicity,White,1,100.0%,1
Puyallup School District,Glacier View Junior High,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Puyallup School District,Glacier View Junior High,Certificate,T230700 - CONTINUING TEACHER                                          ,1,100.0%,1
Puyallup School District,Glacier View Junior High,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Puyallup School District,Glacier View Junior High,Degree,Master's Degree,1,100.0%,1
Puyallup School District,Glacier View Junior High,Gender,Male,1,100.0%,1
Puyallup School District,Glacier View Junior High,RaceEthnicity,White,1,100.0%,1
Puyallup School District,Gov John Rogers High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Puyallup School District,Gov John Rogers High School,Certificate,CCTE101 - CAREER AND TECHNICAL EDUCATION PROBATIONARY TEACHER         ,1,100.0%,1
Puyallup School District,Gov John Rogers High School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
Puyallup School District,Gov John Rogers High School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Puyallup School District,Gov John Rogers High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Puyallup School District,Gov John Rogers High School,Degree,Master's Degree,1,100.0%,1
Puyallup School District,Gov John Rogers High School,Gender,Female,1,100.0%,1
Puyallup School District,Gov John Rogers High School,RaceEthnicity,White,1,100.0%,1
Puyallup School District,Puyallup High School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Puyallup School District,Puyallup High School,Degree,Other/Non Degreed,1,100.0%,1
Puyallup School District,Puyallup High School,Gender,Male,1,100.0%,1
Puyallup School District,Puyallup High School,RaceEthnicity,White,1,100.0%,1
Puyallup School District,Puyallup Online Academy/POA,Certificate,C250700 - EMERGENCY TEACHER                                           ,1,100.0%,1
Puyallup School District,Puyallup Online Academy/POA,Certificate,PRERES - PRE-RESIDENCY CERTIFICATE CLEARANCE,1,100.0%,1
Puyallup School District,Puyallup Online Academy/POA,Certificate,T310600 - RESIDENCY TEACHER (FIRST ISSUE)                             ,1,100.0%,1
Puyallup School District,Puyallup Online Academy/POA,Degree,Master's Degree,1,100.0%,1
